Date,AAPL,GOOG,MSFT,NFLX
2023-03-14,150.31600036621094,92.89550018310547,255.12300033569335,321.5105010986328
2023-03-15,150.30550079345704,92.97550048828126,254.78649978637696,318.702001953125
2023-03-16,150.33150100708008,93.1740005493164,255.13050003051757,316.13400115966795
2023-03-17,150.39600067138673,93.5080005645752,255.99449996948243,313.77350158691405
2023-03-20,150.63850021362305,93.87500076293945,256.70300064086916,311.63200225830076
2023-03-21,151.17850036621093,94.56450042724609,257.75850067138674,310.0465026855469
2023-03-22,151.6245002746582,95.18550033569336,258.797501373291,307.9975021362305
2023-03-23,152.10100021362305,95.94500045776367,259.94200134277344,307.8335021972656
2023-03-24,152.7779998779297,96.7805004119873,261.5095016479492,308.39550323486327
2023-03-27,153.29599990844727,97.42850036621094,262.82050170898435,308.6270034790039
2023-03-28,153.80799942016603,97.98150024414062,264.1110023498535,308.6965026855469
2023-03-29,154.58099975585938,98.55100021362304,265.82300262451173,309.62400207519534
2023-03-30,155.40349960327148,99.00150032043457,267.4700019836426,310.9515014648438
2023-03-31,156.09699935913085,99.50050048828125,269.12050170898436,312.4665023803711
2023-04-03,156.7139991760254,99.96700057983398,270.6385025024414,314.2790023803711
2023-04-04,157.41549911499024,100.51450080871582,272.2900024414063,316.19300231933596
2023-04-05,157.95999908447266,101.02950057983398,273.8220024108887,317.72100219726565
2023-04-06,158.6634994506836,101.84150047302246,275.7860023498535,319.7985015869141
2023-04-10,159.33999938964843,102.63850021362305,277.82600326538085,322.11000061035156
2023-04-11,159.85649948120118,103.36150016784669,279.27150268554686,324.3449996948242
2023-04-12,160.23199996948242,103.91000022888184,280.40650177001953,326.1494995117188
2023-04-13,160.8604995727539,104.49200019836425,281.6265014648437,328.26949920654295
2023-04-14,161.3284996032715,104.91150016784668,282.1235015869141,329.69799957275393
2023-04-17,161.83999938964843,105.10950012207032,282.5920013427734,331.15899963378905
2023-04-18,162.2934997558594,105.26900024414063,283.3990005493164,332.5875
2023-04-19,162.71100006103515,105.22800025939941,284.13250122070315,333.4539993286133
2023-04-20,163.15199966430663,105.3120002746582,284.82350006103513,335.02649993896483
2023-04-21,163.4565002441406,105.29450035095215,285.22850036621094,335.40700073242186
2023-04-24,163.71050033569335,105.3305004119873,285.2884994506836,335.4384994506836
2023-04-25,163.98500061035156,105.40800056457519,285.24049987792966,335.18299865722656
2023-04-26,164.29050064086914,105.56250038146973,286.2474990844727,335.0644989013672
2023-04-27,164.67250061035156,105.88600044250488,287.4634979248047,334.7554992675781
2023-04-28,165.03850021362305,106.23100051879882,288.6239990234375,334.33049926757815
2023-05-01,165.27300033569335,106.41650047302247,289.48699951171875,333.2624984741211
2023-05-02,165.39150009155273,106.47000045776367,290.3959991455078,331.7259979248047
2023-05-03,165.4824996948242,106.52000045776367,291.25699920654296,330.35349731445314
2023-05-04,165.58399963378906,106.53300056457519,292.3104995727539,329.2749969482422
2023-05-05,166.02949981689454,106.39875030517578,293.2629989624023,328.44649810791014
2023-05-08,166.60299987792968,106.46325035095215,294.2259979248047,328.0574981689453
2023-05-09,167.15149993896483,106.55425033569335,295.4344985961914,327.7539993286133
2023-05-10,167.82449951171876,106.90725021362304,296.87549896240233,327.97350006103517
2023-05-11,168.23399963378907,107.34275016784667,297.8889984130859,327.9020004272461
2023-05-12,168.60199966430665,107.76575012207032,299.0304977416992,327.96500091552736
2023-05-15,168.94400024414062,108.29275016784668,300.06349792480466,328.1235015869141
2023-05-16,169.2240005493164,109.0412498474121,301.23199768066405,328.1260009765625
2023-05-17,169.47700042724608,109.86425018310547,302.5094970703125,328.968000793457
2023-05-18,169.89700088500976,110.74524993896485,304.12999725341797,331.26500091552737
2023-05-19,170.40400085449218,111.61224975585938,305.7589965820313,333.1339996337891
2023-05-22,170.84750061035157,112.56674995422364,307.72949676513673,334.83350067138673
2023-05-23,171.23700027465821,113.50074996948243,309.72149658203125,336.50550079345703
2023-05-24,171.64100036621093,114.36025009155273,310.64549713134767,338.6905014038086
2023-05-25,171.87000045776367,115.15924987792968,311.6999984741211,340.34800109863284
2023-05-26,172.15750045776366,116.01974983215332,312.9814987182617,342.7955017089844
2023-05-30,172.54300079345703,116.8662498474121,314.2639984130859,346.2385025024414
2023-05-31,172.9785011291504,117.73574981689453,315.41299896240236,350.12250366210935
2023-06-01,173.61050109863282,118.64824981689453,316.8219985961914,354.3140045166016
2023-06-02,174.36850128173828,119.64925003051758,318.32149810791014,358.2985046386719
2023-06-05,174.66900100708008,120.67000007629395,319.58599853515625,362.3375045776367
2023-06-06,174.95450134277343,121.65350036621093,320.8374984741211,365.7415054321289
2023-06-07,175.25700149536132,122.40350036621093,321.65649871826173,369.1230041503906
2023-06-08,175.60750198364258,122.92300033569336,322.30399932861326,372.8205032348633
2023-06-09,175.96800231933594,123.22150039672852,323.13800048828125,376.5835021972656
2023-06-12,176.52900161743165,123.54300041198731,324.28200073242186,380.7875015258789
2023-06-13,177.09100112915038,123.91650047302247,325.52350158691405,385.7795013427734
2023-06-14,177.68500061035155,124.13100051879883,326.80350189208986,391.13500061035154
2023-06-15,178.35100021362305,124.34650039672852,328.5085021972656,396.40050048828124
2023-06-16,178.84449996948243,124.37350044250488,329.6990020751953,399.4339996337891
2023-06-20,179.33699951171874,124.40350036621093,330.6845016479492,402.9010009765625
2023-06-21,179.825,124.17300033569336,331.30350189208986,405.97300109863284
2023-06-22,180.5970001220703,124.20200042724609,332.5260009765625,409.2975021362305
2023-06-23,181.33899993896483,124.271000289917,333.5845001220703,412.2560012817383
2023-06-26,181.9529998779297,124.00800018310547,333.7184997558594,415.1030014038086
2023-06-27,182.58450012207032,123.6870002746582,333.80249938964846,417.01300048828125
2023-06-28,183.18199996948243,123.50900039672851,334.0345001220703,418.8559997558594
2023-06-29,183.79899978637695,123.34100036621093,334.36749877929685,420.5064987182617
2023-06-30,184.49300003051758,123.17100028991699,334.7654998779297,422.37449798583987
2023-07-03,185.06850051879883,122.9375,334.8949996948242,424.422998046875
2023-07-05,185.65600051879883,122.7375,335.0054992675781,426.54099731445314
2023-07-06,186.28600006103517,122.38849983215331,335.38499908447267,428.51849670410155
2023-07-07,186.9289993286133,122.24849967956543,336.0769989013672,430.43499755859375
2023-07-10,187.33099899291992,121.95849990844727,336.4054977416992,432.05199737548827
2023-07-11,187.6869987487793,121.7004997253418,336.68949737548826,433.0614974975586
2023-07-12,187.9859992980957,121.46399993896485,336.9569976806641,434.06549682617185
2023-07-13,188.34749908447264,121.48400001525879,337.37549743652346,434.7979965209961
2023-07-14,188.68449935913085,121.55,337.77049713134767,434.8504974365234
2023-07-17,189.08349990844727,121.51349983215331,337.6519973754883,435.0894973754883
2023-07-18,189.52399978637695,121.51450004577637,338.50999755859374,437.2314971923828
2023-07-19,190.02850036621095,121.46100006103515,339.3614974975586,439.3759963989258
2023-07-20,190.48700027465821,121.37449989318847,340.0269973754883,440.0244964599609
2023-07-21,190.7340003967285,121.19649963378906,340.229997253418,440.2754959106445
2023-07-24,191.03750076293946,121.13949966430664,340.7344970703125,440.4929962158203
2023-07-25,191.4550003051758,121.32449989318847,341.85349731445314,441.08099670410155
2023-07-26,191.7770004272461,121.85699996948242,342.0134963989258,441.360498046875
2023-07-27,191.97550048828126,122.29649963378907,341.75699615478516,440.52699890136716
2023-07-28,192.28750076293946,122.94649925231934,341.9229965209961,440.4039993286133
2023-07-31,192.4115005493164,123.55349922180176,341.6919967651367,440.3279998779297
2023-08-01,192.56900024414062,124.1199993133545,341.6094970703125,440.18699951171874
2023-08-02,192.63150024414062,124.42049942016601,341.0769973754883,439.3770004272461
2023-08-03,192.5995002746582,124.81249961853027,340.3464981079102,438.98500061035156
2023-08-04,192.16500091552734,125.2324993133545,339.87449798583987,438.6600006103516
2023-08-07,191.67700119018554,125.9859992980957,339.7884979248047,438.6125015258789
2023-08-08,191.26300125122071,126.6924991607666,339.46749725341795,438.5170013427734
2023-08-09,190.68400115966796,127.21899871826172,338.7189971923828,437.7595016479492
2023-08-10,190.05550155639648,127.48799896240234,337.7324966430664,436.739501953125
2023-08-11,189.4105010986328,127.7114990234375,336.52099761962893,435.727001953125
2023-08-14,188.68400115966796,128.04999923706055,335.4364974975586,434.6135025024414
2023-08-15,187.87000122070313,128.35949935913087,333.554997253418,432.05850372314455
2023-08-16,186.9435012817383,128.6759994506836,331.8209976196289,428.9515045166016
2023-08-17,185.98700103759765,129.2224998474121,330.32149810791014,427.23050384521486
2023-08-18,185.11450119018554,129.6125,328.95699920654295,426.0820037841797
2023-08-21,184.26900100708008,129.96499977111816,327.79550018310545,425.07800445556643
2023-08-22,183.44950103759766,130.30999984741212,326.36949920654297,424.35150451660155
2023-08-23,182.78050079345704,130.4875,325.83099975585935,424.59550323486326
2023-08-24,181.9385009765625,130.5150001525879,325.2934997558594,424.28350219726565
2023-08-25,181.07750091552734,130.3990005493164,324.5240005493164,423.79600219726564
2023-08-28,180.26450119018554,130.33300018310547,323.9130004882812,422.75050201416013
2023-08-29,179.69000091552735,130.51300048828125,323.51650085449216,422.31900177001955
2023-08-30,179.44350051879883,130.9275001525879,323.5810012817383,422.5675018310547
2023-08-31,179.27850036621095,131.35650024414062,323.63600158691406,422.7015014648438
2023-09-01,179.6520004272461,131.76950073242188,323.6800018310547,423.1155014038086
2023-09-05,180.19449996948242,132.00800094604492,323.852001953125,423.5115005493164
2023-09-06,180.35,132.18450088500975,324.19350280761716,423.8845016479492
2023-09-07,180.31849975585936,132.48700103759765,324.57750244140624,424.59650268554685
2023-09-08,180.3289993286133,132.8365005493164,325.1445022583008,425.2375015258789
2023-09-11,180.40749969482422,133.21500091552736,325.99100189208986,426.42250061035156
2023-09-12,180.24949951171874,133.42700119018554,326.3775009155273,426.768000793457
2023-09-13,180.0875,133.7885009765625,327.0875015258789,426.1949996948242
2023-09-14,180.04599990844727,134.28250122070312,328.00250244140625,425.4469985961914
2023-09-15,180.09649963378905,134.67450103759765,328.6695022583008,425.14399871826174
2023-09-18,180.270499420166,135.21700134277344,329.2985015869141,424.6374984741211
2023-09-19,180.43199996948243,135.7120018005371,329.63700103759766,424.0329986572266
2023-09-20,180.34500045776366,135.95700149536134,329.55250091552733,422.68949737548826
2023-09-21,179.98550033569336,135.86450119018554,329.1790008544922,420.5194976806641
2023-09-22,179.90599975585937,135.90600128173827,329.03100128173827,419.1634979248047
2023-09-25,179.77949981689454,135.98000106811523,328.75900115966795,417.6019973754883
2023-09-26,179.36800003051758,135.8630012512207,328.1810012817383,415.66149749755857
2023-09-27,178.68349990844726,135.66150131225587,327.4000015258789,413.0414978027344
2023-09-28,177.83550033569335,135.47150192260742,326.6425018310547,410.1259963989258
2023-09-29,177.00250091552735,135.1965019226074,326.04200134277346,407.3219970703125
2023-10-02,176.21700057983398,135.1150016784668,325.6990005493164,404.34449615478513
2023-10-03,175.35200042724608,134.94450149536132,324.69100189208984,400.7479965209961
2023-10-04,174.8895004272461,134.989501953125,323.9950012207031,397.30499572753905
2023-10-05,174.7570007324219,134.9790023803711,323.4675003051758,393.7774948120117
2023-10-06,174.722501373291,135.05550231933594,323.11700134277345,390.7129959106445
2023-10-09,174.70400161743163,135.14350204467775,322.71100158691405,387.742497253418
2023-10-10,174.80850143432616,135.3000015258789,322.54200286865233,384.6739974975586
2023-10-11,175.0880012512207,135.510001373291,322.36000366210936,382.3584976196289
2023-10-12,175.33650131225585,135.57500076293945,321.9830032348633,380.39399871826174
2023-10-13,175.52850189208985,135.5890007019043,321.8585037231445,378.3309982299805
2023-10-16,175.56600189208984,135.66550064086914,322.0375045776367,376.65199890136716
2023-10-17,175.47000122070312,135.77350082397462,322.2080047607422,374.6279983520508
2023-10-18,175.48750076293945,136.00800094604492,322.67500457763674,372.6224990844727
2023-10-19,175.56400146484376,136.3890007019043,323.26450500488284,373.50349884033204
2023-10-20,175.46850204467773,136.6635009765625,323.7475051879883,374.5609985351563
2023-10-23,175.314501953125,136.95000076293945,324.3365051269531,375.66299896240236
2023-10-24,175.38850173950195,137.4835006713867,325.2560043334961,377.3869995117187
2023-10-25,175.42200241088867,137.24400024414064,326.6500045776367,379.0699996948242
2023-10-26,175.23200225830078,136.7595001220703,327.36250457763674,380.4290008544922
2023-10-27,175.08250198364257,136.33699989318848,328.0655044555664,381.44250030517577
2023-10-30,174.9095016479492,135.86599998474122,328.8410049438477,382.9300003051758
2023-10-31,174.82800216674804,135.46599998474122,330.0770034790039,384.67700042724607
2023-11-01,174.84350204467773,135.03099975585937,331.43250427246096,386.8415008544922
2023-11-02,174.97650222778321,134.6604995727539,332.88050537109376,389.44750061035154
2023-11-03,174.93450164794922,134.24249954223632,334.1575042724609,391.98999938964846
2023-11-06,174.94650115966797,133.83999938964843,335.49300384521484,394.42949829101565
2023-11-07,175.11800155639648,133.49999923706054,337.1000030517578,397.49399719238284
2023-11-08,175.27250137329102,133.07799911499023,338.63900299072264,401.02999725341795
2023-11-09,175.3575012207031,132.64799957275392,340.1155029296875,404.7274963378906
2023-11-10,175.73500061035156,132.42199935913087,342.21250305175784,409.3054962158203
2023-11-13,176.03900070190429,132.0794990539551,343.914501953125,413.49549560546876
2023-11-14,176.5535011291504,131.80149841308594,345.8250015258789,418.1419952392578
2023-11-15,177.16200103759766,131.65649871826173,347.8030029296875,423.9294952392578
2023-11-16,177.87450103759767,131.6424987792969,350.0455032348633,427.1884963989258
2023-11-17,178.71500091552736,131.652498626709,352.20450286865236,430.43599700927734
2023-11-20,179.63750076293945,131.65349884033202,354.6105026245117,433.81749725341797
2023-11-21,180.49750061035155,131.57849884033203,356.7375030517578,436.8784973144531
2023-11-22,181.50800018310548,132.24599914550782,358.59650268554685,440.21599731445315
2023-11-24,182.6620002746582,132.98499908447266,361.07350158691406,444.0169967651367
2023-11-27,183.7404998779297,133.7174991607666,363.5135009765625,448.0819976806641
2023-11-28,184.74599990844726,134.360998916626,365.7830017089844,451.52799835205076
2023-11-29,185.6759994506836,134.9159984588623,367.820002746582,454.8029983520508
2023-11-30,186.47499923706056,135.23349838256837,369.4620025634766,457.49199829101565
2023-12-01,187.15849914550782,135.47049865722656,370.77150268554686,459.54349822998046
2023-12-04,187.79749908447266,135.4834991455078,371.5885040283203,460.62049865722656
2023-12-05,188.50699920654296,135.53049926757814,372.38800354003905,461.64099884033203
2023-12-06,189.03199920654296,135.48199920654298,372.80150299072267,462.2470001220703
2023-12-07,189.6009994506836,135.7414993286133,373.18900299072266,463.0145004272461
2023-12-08,190.2659996032715,135.9889991760254,373.8660034179687,463.94500122070315
2023-12-11,190.60499954223633,136.0209991455078,373.94750213623047,464.57750244140624
2023-12-12,191.1004997253418,136.0209991455078,374.332502746582,465.4965026855469
2023-12-13,191.62649993896486,135.9479995727539,374.5375030517578,467.06300354003906
2023-12-14,192.13150024414062,135.78899917602538,374.35050201416016,467.457502746582
2023-12-15,192.5245002746582,135.5459991455078,374.07850189208983,467.71300201416017
2023-12-18,192.83450012207032,135.55849914550782,374.21850128173827,468.72350158691404
2023-12-19,193.1090003967285,135.56749954223633,374.0095016479492,469.7510009765625
2023-12-20,193.31850051879883,135.61949996948243,373.88700103759766,470.46699981689454
2023-12-21,193.48700027465821,135.70849990844727,373.67150115966797,471.14749908447266
2023-12-22,193.66850051879882,135.93349990844726,373.5290008544922,471.5074996948242
2023-12-26,193.83150100708008,136.1720001220703,373.33150177001954,472.10849914550784
2023-12-27,193.96900100708007,136.31300048828126,372.9000015258789,472.7479995727539
2023-12-28,194.17950134277345,136.55700073242187,372.721501159668,473.4139999389648
2023-12-29,194.30850143432616,136.90750045776366,372.57800140380857,474.0595001220703
